_id,name,brand,category,description,unit,quantity,servings,flavors,benefits,allergens,certifications,dosage,priceRetail,pricePurchase,priceWholesale,priceSlashed,stock,featured,metaTitle,metaDescription
product-gsn-mag-b-complex-30-capsules,Mag+ B-Complex - 30 Capsules,GSN,vitamines,"Mag+ B-Complex de GSN offre une formule compl├¿te de vitamines et min├®raux essentiels pour soutenir votre sant├® globale, votre syst├¿me immunitaire et optimiser vos performances sportives. Indispensable pour les athl├¿tes qui s'entra├«nent intens├®ment et ont des besoins nutritionnels accrus.",g├®lule,30,30,,├ënergie m├®tabolisme ├®nerg├®tique ATP production|Fonction musculaire contraction relaxation crampes pr├®vention|Syst├¿me nerveux transmission nerveuse ├®quilibre|R├®duction fatigue physique mentale chronique|Stress anxi├®t├® gestion ├®quilibre psychologique|Sommeil qualit├® am├®lioration magn├®sium relaxation,"(magn├®sium min├®ral synth├®tique vitamines). Traces possibles: gluten, soja (atelier).",GMP|ISO 9001,"1 g├®lule quotidien avec repas. Minimum 4 semaines r├®sultats, optimal 8-12 semaines, longue dur├®e s├®curis├®e",30,15,25,,100,false,Mag+ B-Complex - 30 Capsules | GSN | Dodo Nutrition,Mag+ B-Complex - 30 Capsules de GSN. Vitamines et min├®raux de qualit├® pour vos objectifs fitness. Livraison rapide partout en Tunisie.
product-eric-favre-mass-gainer-zero-7kg,Mass Gainer Zero - 7kg,Eric Favre,gainers,Mass Gainer Zero de Eric Favre est le mass gainer parfait pour les pratiquants de musculation qui ont du mal ├á prendre du poids et de la masse musculaire.,kilogramme,7,50,Chocolat|Vanille|Cookies & Cream|Pistache,Apport calorique ├®lev├® 517 kcal/dose 140g prise masse rapide|Sans sucres AJOUT├ëS sucres naturels uniquement|Double source prot├®ines Whey+Isolat croissance musculaire optimale|Double source glucides Maltodextrine+Glucose assimilation progressive|Limite prise graisse pendant phases prise masse|Convient sportifs surveillance glyc├®mie,"Contient: LAIT. Traces possibles: GLUTEN, ┼ÆUFS, S├ëSAME, NOIX, C├ëLERI, SULFITES, SOJA, POISSON, CRUSTAC├ëS",,3 cuill├¿res doseuses (140g) dans 300-400ml eau ou lait,840,460,655,,100,false,Mass Gainer Zero - 7kg | Eric Favre | Dodo Nutrition,Mass Gainer Zero - 7kg de Eric Favre. Gainer prise de masse de qualit├® pour vos objectifs fitness. Livraison rapide partout en Tunisie.
product-muscletech-mass-tech-elite-2-72kg,Mass-Tech┬« Elite - 2.72kg,MuscleTech,gainers,Mass-Tech┬« Elite de MuscleTech est le mass gainer parfait pour les pratiquants de musculation qui ont du mal ├á prendre du poids et de la masse musculaire.,kilogramme,2.72,11,Multiples: Vanille|Chocolat|Fraise|Vanilla Cake (selon batch),Apport calorique MASSIF 1010-1043 kcal/dose prise masse rapide hard gainers ectomorphes ultra-difficiles|Prot├®ines multiphase 63-80g absorption duplex 24h synth├¿se prot├®ine musculaire optimale optimale|Cr├®atine 10g HARDCORE force explosive endurance +15-20% ├®tudes cliniques|L-Glutamine recovery cellulaire immunitaire support high-stress training|BCAA complets anti-catabolisme protection muscle maigre durant surplus calorique|ModCarb 5 sources glucides ├®nergie progressive fibre min├®raux vs dextrose crash,"CONTIENT: LAIT (whey, cas├®ine, albumine ┼ôuf, lactose traces). Traces possibles: GLUTEN, ARACHIDES, CRUSTAC├ëS (atelier). .",,230g (5 scoops) eau froide = 1010 kcal dose standard classique. 240g lait ├®cr├®m├® 510ml = 1043 kcal dosage maximal absorbable. 1 dose/jour standard nutrition supplement. 2 doses/jour acc├®l├®ration HARDCORE prise mass intensive (2020-2086 kcal gainer suppl total).,325,180,255,,100,false,Mass-Tech┬« Elite - 2.72kg | MuscleTech | Dodo Nutrition,Mass-Tech┬« Elite - 2.72kg de MuscleTech. Gainer prise de masse de qualit├® pour vos objectifs fitness. Livraison rapide partout en Tunisie.
product-dy-nutrition-dorian-yates-metabolic-mass-gainer-6000g,Metabolic Mass Gainer - 6000g,DY Nutrition (Dorian Yates),gainers,Metabolic Mass Gainer 6kg de DY Nutrition (Dorian Yates) est le mass gainer parfait pour les pratiquants de musculation qui ont du mal ├á prendre du poids et de la masse musculaire.,kilogramme,6,40,Vanilla|Cookies & Cream|Chocolate,,"ALLERG├êNE MAJEUR: Lait - Whey concentr├®e, Prot├®ine lait, Cas├®ine. Peut contenir traces: ┼Æuf, soja, gluten, crustac├®s",GMP,Phase prise masse maximale: 150g (2 scoops) deux fois par jour = 1206 kcal/jour additionnel Phase prise masse mod├®r├®e: 150g une fois par jour post-entra├«nement D├®but suppl├®ment: 75g teste une dose avant augmenter Dur├®e recommand├®e: minimum 8-12 semaines phase de volume pour r├®sultats significatif...,720,395,560,,100,false,Metabolic Mass Gainer - 6000g | DY Nutrition (Dorian Yates),Metabolic Mass Gainer - 6000g de DY Nutrition (Dorian Yates). Gainer prise de masse de qualit├® pour vos objectifs fitness. Livraison rapide partout en Tunisie.
product-longevity-plus-minci-pluselules-60-capsules,Minci Pluselules - 60 Capsules,Longevity Plus,bruleurs,Minci Pluselules - 60 Capsules de Longevity Plus est un br├╗leur de graisse qui acc├®l├¿re le m├®tabolisme et favorise la perte de poids. Formule thermog├®nique pour une s├¿che efficace.,g├®lule,60,30,,Combustion graisse acc├®l├®r├®e Guarana caf├®ine +3-8% m├®tabolisme basal ├®tude|├ënergie boost focus mental alertness Guarana stimulant naturel|R├®duction r├®tention eau Pissenlit diur├®tique naturel gonfl├® diminue|Support thyro├»de m├®tabolisme Fucus iode naturel|Thermog├®n├¿se EGCG Th├® Vert oxydation lipides|Stabilit├® glyc├®mie app├®tit Chrome picolinate carving r├®duction,"Contient: G├®latine beef, Iode (algues marines) | Sans: Gluten, Soja, Arachides | Traces: Gluten atelier",GMP|GMP Certified|ISO 22000,"Dose standard: 2 g├®lules quotidienne. Prendre 1 g├®lule matin petit-d├®jeuner ├®nergie journ├®e boost, 1 g├®lule 15h avant 18h (caf├®ine) jamais apr├¿s 18h sommeil disruption risk. Maximum 2 g├®lules/jour limit caf├®ine 100mg total.",70,40,55,,100,false,Minci Pluselules - 60 Capsules | Longevity Plus Tunisie,Minci Pluselules - 60 Capsules de Longevity Plus. Br├╗leur de graisse de qualit├® pour vos objectifs fitness. Livraison rapide partout en Tunisie.
product-miravella-moringa-90-capsules,Moringa - 90 Capsules,Miravella,vitamines,"Moringa - 90 Capsules de Miravella pour soutenir votre sant├® globale, votre immunit├® et vos performances sportives. Formule compl├¿te en vitamines et min├®raux essentiels.",g├®lule,90,15,,├ënergie vitalit├® tonus booster fatigue passag├¿re r├®duction|Immunit├® d├®fenses naturelles renforc├®es r├®sistance|Antioxydants puissants protection cellulaire stress oxydatif|Glyc├®mie normale maintien diab├¿te pr├®vention|Sant├® peau cheveux beaut├® rajeunissement|Calcium 2100mg fer 27mg sant├® osseuse an├®mie,"(moringa plante naturelle). CONTIENT: G├®latine bovine Halal. D├®conseill├® femmes enceintes/allaitantes (donn├®es limit├®es prudence), personnes hyperthyro├»die (iode possible traces), enfants < 10 ans (adaptation dosage consultation)",GMP|Halal|Halal Certifi├®,"4-6 g├®lules quotidien (2 matin, 2 apr├¿s-midi, 2 soir). Minimum 3 semaines r├®sultats, optimal 3 mois cure, r├®p├®table plusieurs fois/an pause 1 semaine toutes 3 semaines",45,25,35,,100,false,Moringa - 90 Capsules | Miravella | Dodo Nutrition,"Moringa - 90 Capsules de Miravella pour soutenir votre sant├® globale, votre immunit├® et vos performances sportives. Livraison rapide en Tunisie."
product-v-shape-supplements-mr-x-pre-workout-375g,Mr X Pre Workout - 375g,V-Shape Supplements,pre-workout,"Mr X Pre Workout - 375g de V-Shape Supplements, booster pr├®-entra├«nement pour une ├®nergie explosive, un focus mental accru et une endurance prolong├®e pendant vos s├®ances.",gramme,375,24,Fruit Punch (standard),,Aucun allerg├¿ne majeur intrins├¿que d├®clar├®. Peut contenir traces soja (fabrication atelier partag├®),GMP,Utilisateurs >90kg: 1 scoop complet (15.6g) = 350mg caf├®ine Utilisateurs <90kg: demi-scoop (7.,70,40,55,,100,true,Mr X Pre Workout - 375g | V-Shape Supplements Tunisie,Mr X Pre Workout - 375g de V-Shape Supplements. Pre-workout de qualit├® pour vos objectifs fitness. Livraison rapide partout en Tunisie.
product-v-shape-supplements-mr-x-whey-testo-1-8kg,Mr X Whey Testo - 1.8kg,V-Shape Supplements,proteines,"Mr X Whey Testo - 1.8kg de V-Shape Supplements est une prot├®ine premium pour la croissance et la r├®cup├®ration musculaire. Formule riche en acides amin├®s essentiels, id├®ale apr├¿s l'entra├«nement.",kilogramme,1.8,60,Chocolate|Vanilla,,"ALLERG├êNE MAJEUR: Lait - Whey prot├®ine concentr├®e/isol├®e. Peut contenir: soja, ┼ôuf, gluten, crustac├®s (atelier partag├®)",GMP,Post-entra├«nement: 30g (1 dose) imm├®diatement apr├¿s effort fen├¬tre anabolique Alternative double: 60g (2 doses) utilisateurs intensif prise muscle Usage quotidien: 1-2 doses 30g r├®parties selon objectifs prot├®ine Dur├®e: 12+ semaines suppl├®mentation prot├®ine continue,235,130,185,,100,false,Mr X Whey Testo - 1.8kg | V-Shape Supplements Tunisie,Mr X Whey Testo - 1.8kg de V-Shape Supplements. Prot├®ine de qualit├® pour vos objectifs fitness. Livraison rapide partout en Tunisie.
product-scenit-nutrition-multi-vit-120-softgels-120-capsules,Multi Vit+ 120 Softgels - 120 Capsules,Scenit Nutrition,vitamines,"Multi Vit+ 120 Softgels de Scenit Nutrition offre une formule compl├¿te de vitamines et min├®raux essentiels pour soutenir votre sant├® globale, votre syst├¿me immunitaire et optimiser vos performances sportives.",capsule,120,60,,"R├®duit la fatigue et l'├®puisement|Renforce le syst├¿me immunitaire|Maintient la sant├® des os, dents, cheveux et peau|Soutient le m├®tabolisme ├®nerg├®tique normal|Favorise le fonctionnement psychologique normal","Contient: SOJA (l├®cithine). Traces possibles de: lait, gluten, ┼ôufs, crustac├®s",GMP,1 ├á 2 g├®lules par jour,55,30,45,,100,false,Multi Vit+ 120 Softgels - 120 Capsules | Scenit Nutrition,Multi Vit+ 120 Softgels - 120 Capsules de Scenit Nutrition. Vitamines et min├®raux de qualit├® pour vos objectifs fitness. Livraison rapide partout en Tunisie.
product-gsn-multi-vitamins-30-capsules,Multi Vitamins - 30 Capsules,GSN,vitamines,"Multi Vitamins 30 caps de GSN offre une formule compl├¿te de vitamines et min├®raux essentiels pour soutenir votre sant├® globale, votre syst├¿me immunitaire et optimiser vos performances sportives. Indispensable pour les athl├¿tes qui s'entra├«nent intens├®ment et ont des besoins nutritionnels accrus.",capsule,30,30,,Performance ├®nerg├®tique (+12-18% capacit├® a├®robie Zinc+Fe ├®tude sportifs)|Synth├¿se prot├®ine musculaire (+22% avec Zinc optimal vs carence ├®tude Nutrition Reviews)|R├®cup├®ration testost├®rone +15-20% Zinc dosage clinique 30mg|Immunit├® augment├®e 40-50% r├®duction infections post-entra├«nement intensif Zinc+C|M├®tabolisme ├®nerg├®tique optimis├® B-complex cofacteurs ATP Krebs cycle|Focus mental concentration dopamine s├®rotonine (B6 B12 acides amin├®s),"Peut contenir: Soja | Sans: Gluten, Sucre",GMP|GMP Certified|Vegan,"1 capsule quotidienne suffisante. Prendre 1 g├®lule/jour avec repas principal (petit-d├®jeuner id├®al) absorption lipides-soluble A, liposolubilit├® A-C absorption optimale chylos intestinaux. Cure minimale 60 jours r├®sultats tangibles syst├¿me immunitaire ├®nergie.",30,15,25,,100,true,Multi Vitamins - 30 Capsules | GSN | Dodo Nutrition,Multi Vitamins - 30 Capsules de GSN. Vitamines et min├®raux de qualit├® pour vos objectifs fitness. Livraison rapide partout en Tunisie.
product-yava-labs-multivitamin-60-capsules,Multivitamin - 60 Capsules,Yava Labs,vitamines,"Multivitamin de Yava Labs offre une formule compl├¿te de vitamines et min├®raux essentiels pour soutenir votre sant├® globale, votre syst├¿me immunitaire et optimiser vos performances sportives. Indispensable pour les athl├¿tes qui s'entra├«nent intens├®ment et ont des besoins nutritionnels accrus.",capsule,60,30,,Immunit├® renforce d├®fenses naturelles 20+ micronutriments|├ënergie m├®tabolisme optimal B vitamines cofacteurs ATP|Sant├® cardiovasculaire magn├®sium calcium r├®gulation|Antioxydant C E s├®l├®nium protection cellulaire|Syst├¿me nerveux support B vitamines cofacteurs neurotransmetteurs|Sant├® osseux densit├® min├®rale calcium magn├®sium,Traces possibles: GLUTEN (atelier). .,GMP,2 capsules/jour standard (couverture 100% VQ). Anytime flexible moment prise. Maximum 2 capsules/jour (iode 150┬Ág). Cure continue sans interruption sauf consultation.,40,20,30,,100,false,Multivitamin - 60 Capsules | Yava Labs | Dodo Nutrition,Multivitamin - 60 Capsules de Yava Labs. Vitamines et min├®raux de qualit├® pour vos objectifs fitness. Livraison rapide partout en Tunisie.
product-real-pharm-muscle-on-2-27kg,Muscle ON - 2.27kg,Real Pharm,gainers,Muscle ON de Real Pharm est le mass gainer parfait pour les pratiquants de musculation qui ont du mal ├á prendre du poids et de la masse musculaire.,kilogramme,2.27,30,Chocolate Hazelnut|Strawberry Ice Cream|Vanilla|Banana|Caramel,Ratio 45/45 optimal ├®quilibr├®|4 sources prot├®ines absorption progressive|MCT oil ├®nergie h├®patique rapide|BCAA anti-catabolisme performance|Glutamine 4.2g r├®cup├®ration|10 vitamines essentielles couverture micronutriments,"Contient: LAIT. Traces possibles: SOJA, GLUTEN, ┼ÆUFS. .",,"75g (1 dosette) dans 250ml eau/lait, 1-2 doses/jour selon besoins caloriques. Post-training prioritaire.",270,150,210,,100,false,Muscle ON - 2.27kg | Real Pharm | Dodo Nutrition,Muscle ON - 2.27kg de Real Pharm. Gainer prise de masse de qualit├® pour vos objectifs fitness. Livraison rapide partout en Tunisie.
product-longevity-plus-neuro-plus-30-capsules,Neuro Plus - 30 Capsules,Longevity Plus,vitamines,"Neuro Plus - 30 Capsules de Longevity Plus pour soutenir votre sant├® globale, votre immunit├® et vos performances sportives. Formule compl├¿te en vitamines et min├®raux essentiels.",g├®lule,30,30,,D├®tente musculaire crampes reduction tension soulagement magn├®sium cofacteur|├ëquilibre nerveux stress management cortisol regulation magn├®sium modulation|Am├®lioration sommeil qualit├® magn├®sium d├®tente B6 m├®latonine support|R├®duction fatigue mental physical magn├®sium ATP energy cofacteur|Synth├¿se neurotransmetteur B6 serotonin dopamine mood stability|Migraine prevention magn├®sium neuronal stabilisation tension r├®duction,"G├®latine V├ëG├ëTALE vegan-friendly compatible. AUCUN allerg├¿ne majeur. SANS: gluten, soja, lait, arachides, crustac├®s, ┼ôufs, sucre. Consultable: femmes enceintes/allaitantes donn├®es suffisantes.",GMP,"1-2 g├®lules quotidienne flexible. Dose standard 1 g├®lule soir avant coucher (optimal magn├®sium sommeil support). Alternative: 2 g├®lules soir├®e ou 1 g├®lule matin 1 soir r├®gularit├® sym├®trique. Cure minimum 4 semaines r├®sultats premiers visibles, optimal 8-12 semaines.",30,15,25,,100,false,Neuro Plus - 30 Capsules | Longevity Plus | Dodo Nutrition,Neuro Plus - 30 Capsules de Longevity Plus. Vitamines et min├®raux de qualit├® pour vos objectifs fitness. Livraison rapide partout en Tunisie.
product-gsn-nitro-whey-2kg,Nitro Whey - 2kg,GSN,proteines,"Nitro Whey - 2kg de GSN est une prot├®ine premium pour la croissance et la r├®cup├®ration musculaire. Formule riche en acides amin├®s essentiels, id├®ale apr├¿s l'entra├«nement.",kilogramme,2,67,Multiples: Chocolat|Fraise|Vanille (selon batch),Synth├¿se prot├®ine musculaire 22g dense dose optimal BCAA naturels whey|Recovery post-training acceler├®e absorption rapide PDCAAS 0.99|Cr├®atine 2g force explosive endurance ATP production|Croissance musculaire maigre lean gains definition propre|Densit├® nutritionnel 22g prot├®ine / 120 kcal ultra-efficace|Absorption rapide PDCAAS 0.99 utilisation prot├®ine maximale,"CONTIENT: LAIT (whey prot├®ines), SOJA (l├®cithine). Traces: GLUTEN, ┼ÆUFS, FRUITS ├Ç COQUE, GRAINES S├ëSAME, C├ëLERI, SULFITES (atelier). .",GMP,30g (1 scoop) dans 250ml eau/lait par dose = 22g prot├®ine + 2g cr├®atine. Anytime flexible moment prise. Maximum 60g (2 scoops)/jour = 44g prot├®ine (tol├®rance ├®tablie). Cure continue journali├¿re optimal sans interruption (prot├®ine s├╗re chronique).,260,145,205,,100,false,Nitro Whey - 2kg | GSN | Dodo Nutrition,Nitro Whey - 2kg de GSN est une prot├®ine premium pour la croissance et la r├®cup├®ration musculaire. Livraison rapide en Tunisie.
product-miravella-nopal-120-capsules,Nopal - 120 Capsules,Miravella,bruleurs,Nopal - 120 Capsules de Miravella est un br├╗leur de graisse qui acc├®l├¿re le m├®tabolisme et favorise la perte de poids. Formule thermog├®nique pour une s├¿che efficace.,g├®lule,120,20,,Coupe-faim naturel sati├®t├® rapide app├®tit contr├┤le|Perte poids minceur r├®gime amaigrissant soutien|Digestion facilitation transit intestinal r├®gularit├®|Glyc├®mie cholest├®rol r├®gulation ├®quilibre m├®tabolique|Fibres mucilages effet ├®ponge volume estomac|Troubles digestifs ulc├¿res reflux gastriques pr├®vention,"(nopal cactus naturel). CONTIENT: G├®latine bovine Halal. D├®conseill├® femmes enceintes/allaitantes sans avis m├®dical, enfants jeunes (adaptation dosage). .",GMP|Halal|Halal Certifi├®,"4-6 g├®lules quotidien (2 g├®lules avant 2 principaux repas). Minimum 4 semaines r├®sultats, optimal 8-12 semaines minceur",95,50,75,,100,false,Nopal - 120 Capsules | Miravella | Dodo Nutrition,Nopal - 120 Capsules de Miravella est un br├╗leur de graisse qui acc├®l├¿re le m├®tabolisme et favorise la perte de poids. Livraison rapide en Tunisie.
product-yava-labs-omega-3-90-capsules,Omega 3 - 90 Capsules,Yava Labs,vitamines,"Omega 3 - 90 Capsules de Yava Labs pour soutenir votre sant├® globale, votre immunit├® et vos performances sportives. Formule compl├¿te en vitamines et min├®raux essentiels.",capsule,90,90,,Cardiovasculaire triglyc├®ride regulation tension art├®rielle control coeur sant├®|Cerveau fonction cognitive performance mentale m├®moire|Vision r├®tinienne acuit├® prot├®g├®e support oculaire|Anti-inflammatoire r├®duction inflammation chronique syst├®mique|D├®pression anxi├®t├® reduction EPA propri├®t├® mood support|Articulations inflammatoire reduction mobilit├® amelioration,CONTIENT: POISSON (Anchois source huile). Traces possibles: GLUTEN (atelier partag├®). .,,"1 capsule/jour dose standard (1000mg huile poisson, 180mg EPA, 120mg DHA). Anytime flexible moment prise. Maximum 2 capsules/jour = 2000mg (tol├®rance ├®tablie bien ├®tudi├®). Minimum 1 capsule/jour (dosage efficace minimum ├®tudi├®).",45,25,35,,100,false,Omega 3 - 90 Capsules | Yava Labs | Dodo Nutrition,"Omega 3 - 90 Capsules de Yava Labs pour soutenir votre sant├® globale, votre immunit├® et vos performances sportives. Livraison rapide en Tunisie."
product-miravella-omega-3-epax-90-capsules,Omega 3 - Epax┬« - 90 Capsules,Miravella,vitamines,Omega 3 - Epax┬« de Miravella fournit les acides amin├®s essentiels dont vos muscles ont besoin pour une r├®cup├®ration optimale et une croissance musculaire maximale.,g├®lule,90,45,,Sant├® cardiovasculaire c┼ôur r├®duction inflammations pression r├®gulation|Fonctions c├®r├®brales m├®moire concentration cognitive sant├®|Sant├® oculaire vision protection d├®g├®n├®rescence maculaire|Anti-inflammatoire douleurs articulaires chroniques soulagement|Syst├¿me immunitaire renforc├® d├®fenses optimales|Absorption optimis├®e extraction froid purification rigoureuse,"CONTIENT: Poisson (huile extraite poissons gras sauvages), g├®latine poisson. Traces possibles: crustac├®s, soja (atelier). D├®conseill├®: personnes allergiques poissons, hypotension troubles coagulation (consultation m├®decin), femmes enceintes/allaitantes (consultation m├®decin prudence)",GMP,"1-2 g├®lules quotidien avec repas midi. Cure 3 mois r├®sultats optimaux, r├®p├®table plusieurs fois/an",45,25,35,,100,false,Omega 3 - Epax┬« - 90 Capsules | Miravella | Dodo Nutrition,Omega 3 - Epax┬« - 90 Capsules de Miravella. Vitamines et min├®raux de qualit├® pour vos objectifs fitness. Livraison rapide partout en Tunisie.
product-real-pharm-omega-3-6-9-1370-capsules,Omega 3.6.9 - 1370 Capsules,Real Pharm,vitamines,"Omega 3.6.9 - 1370 Capsules de Real Pharm pour soutenir votre sant├® globale, votre immunit├® et vos performances sportives. Formule compl├¿te en vitamines et min├®raux essentiels.",capsule,1370,90,,,"ALLERG├êNE PRINCIPAL: Poisson (huile de poisson). Peut contenir traces de: soja, ┼ôuf, crustac├®s, gluten",GMP|EFSA,Dose standard: 1 capsule par jour (90 capsules = 90 jours approvisionnement) Dose optimale pour sportifs: 1-2 capsules par jour (matin) Dose pour pr├®vention sant├®: 1 capsule quotidienne minimum Pas de limite maximale scientifiquement prouv├®e (s├╗r jusqu'├á 3g/jour om├®ga-3),70,40,55,,100,false,Omega 3.6.9 - 1370 Capsules | Real Pharm | Dodo Nutrition,Omega 3.6.9 - 1370 Capsules de Real Pharm. Vitamines et min├®raux de qualit├® pour vos objectifs fitness. Livraison rapide partout en Tunisie.
product-rule-1-pre-amino-energy-252g,Pre Amino Energy - 252g,Rule 1,pre-workout,Pre Amino Energy 252g de Rule 1 fournit les acides amin├®s essentiels dont vos muscles ont besoin pour une r├®cup├®ration optimale et une croissance musculaire maximale.,gramme,252,30,Tropical|Frozen Bombsicle|Grapefruit,Matin|Apr├¿s-midi,"Aucun allerg├¿ne majeur intrins├¿que d├®clar├®. Peut contenir: soja (atelier partag├® Rule1), gluten (traces fabrication atelier), aucun lait/oeufs/arachides d├®clar├®s",GMP|GMP Certified,Pr├®-entra├«nement: 1 scoop (8.4g) 15-20 min avant effort optimal Alternative matin: 1 scoop remplacement caf├® petit-d├®jeuner Apr├¿s-midi boost: 1 scoop 15h energy sans crash Double dose HIIT: 2 scoops (16.8g) pr├®-cardio intensif Fr├®quence: 1-2 doses quotidien flexible,50,30,40,,100,false,Pre Amino Energy - 252g | Rule 1 | Dodo Nutrition,Pre Amino Energy - 252g de Rule 1. Pre-workout de qualit├® pour vos objectifs fitness. Livraison rapide partout en Tunisie.
product-impact-nutrition-premium-whey-1800g,Premium Whey - 1800g,Impact Nutrition,proteines,"Premium Whey - 1800g de Impact Nutrition est une prot├®ine premium pour la croissance et la r├®cup├®ration musculaire. Formule riche en acides amin├®s essentiels, id├®ale apr├¿s l'entra├«nement.",kilogramme,1.8,60,Chocolate|Vanilla|Strawberry|Buttery Cinnamon,Croissance musculaire +15-20% post-workout prot├®ine 23g EAA window optimal ├®tude|Assimilation ultra-rapide 10-15g/heure fen├¬tre anabolique muscles directe|BCAA 5g ratio 2:1:1 anabolique mTOR stimulation force gains|EAA 11g profil complet acides amin├®s essentiels synth├¿se prot├®ine optimal|R├®cup├®ration acceler├®e post-training ATP resynthesis reconstruction fibre|Puret├® native extraction froide preservation bioactives lactoferrin immunoglobulins,"Contient: LAIT lactose composant naturel. SANS: gluten, soja, arachides, crustac├®s, ┼ôufs, aspartame | Traces possibles: atelier partag├®. Tol├®rance lactose: 1.7g/portion < 20g threshold = tolerable intol├®rant primaire l├®ger.",GMP,1-2 portions quotidienne standard. Post-workout imm├®diat 30g shaker optimal fen├¬tre anabolique. Petit-d├®jeuner optionnel 30g matin protein boost. Poids corporel 1.6-2g prot├®ines/kg poids exemple 80kg = 128-176g/jour = 4-6 portions combined alimentation+supplement.,235,130,185,,100,false,Premium Whey - 1800g | Impact Nutrition | Dodo Nutrition,Premium Whey - 1800g de Impact Nutrition est une prot├®ine premium pour la croissance et la r├®cup├®ration musculaire. Livraison rapide en Tunisie.
product-miravella-probio-vita-probiotiques-20-mds-ufc-60-capsules,Probio-Vita (Probiotiques 20 Mds UFC) - 60 Capsules,Miravella,vitamines,"Probio-Vita (Probiotiques 20 Mds UFC) - 60 Capsules de Miravella pour soutenir votre sant├® globale, votre immunit├® et vos performances sportives. Formule compl├¿te en vitamines et min├®raux essentiels.",g├®lule,60,30,,Digestion am├®lioration transit facilitation|Microbiote r├®├®quilibrage flore dysbiose|Ballonnements constipation diarrh├®e pr├®vention|Immunit├® 70% intestin renforcement|Synth├¿se vitamines B12 K intestinale|Mood ├®quilibre psychologique d├®pressionanxi├®t├® r├®duction,"CONTIENT: G├®latine sources possibles. G├®lule v├®g├®tale HPMC sans g├®latine allergie free (vegan compatible). Traces possibles: soja, gluten (atelier fabrication). .",GMP,"1-2 g├®lules quotidien avec repas. Cure 2-3 mois flore r├®├®quilibrage optimal, r├®p├®table toute ann├®e",40,20,30,,100,false,Probio-Vita (Probiotiques 20 Mds UFC) - 60 Capsules,Probio-Vita (Probiotiques 20 Mds UFC) - 60 Capsules - vitamines et min├®raux Miravella. Livraison express Tunisie. Commandez sur Dodo Nutrition.
product-miravella-prosta-confort-60-capsules,Prosta-Confort - 60 Capsules,Miravella,boosters,"Prosta-Confort - 60 Capsules de Miravella, booster naturel pour optimiser vos niveaux hormonaux, votre vitalit├® et vos performances physiques. Ingr├®dients naturels concentr├®s.",g├®lule,60,30,,Prostate sant├® troubles b├®nins BPH hyperplasie r├®duction|Mictions fr├®quentes nycturie jour nuit r├®duction|Jet urinaire faible am├®lioration vidange compl├¿te|Confort urinaire douleurs inconfort soulagement|Testost├®rone DHT conversion inhibition 5-alpha-r├®ductase|Inflammation prostate r├®duction racine ortie,"(plantes naturelles zinc). CONTIENT: G├®latine bovine Halal. D├®conseill├® femmes enceintes/allaitantes (pas concern├®es prostate), enfants < 18 ans (sant├® prostate hommes adultes), personnes traitement hormonal (consultation m├®decin interaction testost├®rone).",GMP|Halal|Halal Certifi├®,"2 g├®lules quotidien avec repas. Cure 3 mois minimum sympt├┤mes am├®lioration progressive, r├®p├®table plusieurs fois/an",55,30,45,,100,false,Prosta-Confort - 60 Capsules | Miravella | Dodo Nutrition,Prosta-Confort - 60 Capsules de Miravella. Booster hormonal de qualit├® pour vos objectifs fitness. Livraison rapide partout en Tunisie.
product-yava-labs-pure-iso-whey-2kg,Pure ISO Whey - 2kg,Yava Labs,proteines,"Pure ISO Whey - 2kg de Yava Labs est une prot├®ine premium pour la croissance et la r├®cup├®ration musculaire. Formule riche en acides amin├®s essentiels, id├®ale apr├¿s l'entra├«nement.",kilogramme,2,60,Multiples: Vanille|Fraise|Chocolat|Cookies Cream|Cr├¿me (selon batch),Synth├¿se prot├®ine musculaire 25g dense dose optimal BCAA Leucine-dominant|Croissance musculaire recovery post-training acceler├®e|Absorption rapide biodisponibilit├® PDCAAS 1.0 utilisation prot├®ine maximale|Glucides lipides minimaux faible kcal dense nutrition haute-efficacit├®|D├®finition musculaire lean gains gras minimal prise masse net positif|BCAA naturels anti-catabolisme protection muscle maigre,"CONTIENT: LAIT (whey lactose traces). Traces possibles: GLUTEN, ┼ÆUFS, S├ëSAME, FRUITS ├Ç COQUE, C├ëLERI (atelier partag├®). .",,30g (1 scoop) dans 300-400ml eau/lait par dose = 25g prot├®ine. Anytime flexible moment prise. Maximum 60g (2 scoops)/jour = 50g prot├®ine (tol├®rance ├®tablie bien support├®). Minimum 30g/jour (dosage efficace standard). Cure continue journali├¿re optimal sans interruption (prot├®ine s├╗re usage chronique).,260,145,205,,100,false,Pure ISO Whey - 2kg | Yava Labs | Dodo Nutrition,Pure ISO Whey - 2kg de Yava Labs est une prot├®ine premium pour la croissance et la r├®cup├®ration musculaire. Livraison rapide en Tunisie.
